SHIR FPGA b16,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144
347297,465395,666885,1079041,2012055,3777333,10987940,16549181,35857143,71798967,140316057,279368735,566559721,2522915243
375492,476366,671161,1088227,2480766,3480072,11241279,19239401,30018314,72503624,140285863,279088092,564741890,2538604875
331500,463531,670623,1093683,2116740,4465081,8752634,14851804,37514976,71740932,139710300,278266355,564687407,2586961995
342731,587953,646433,1059665,2911490,4203473,11149311,19222710,37027242,74957096,140697261,279291656,574665333,2561562068
339597,506897,647818,1090455,2499081,3640400,11569900,18357725,28912525,71968644,139955807,278499007,571455421,2587521834
331344,571737,671452,1094566,2084878,4453056,8785294,15807648,38891900,72426765,141412791,279970174,572197466,2626628658
324496,503448,671976,1057520,2908588,3574160,11017690,18535987,35999512,71898881,139470218,279754526,569411000,2575589236
354073,490838,648007,1093594,2777485,3601028,11560492,19147109,30184302,72210292,140865487,278319584,567040705,2562051656
332592,501347,689501,1076537,2019050,3501161,8672512,16464099,37704031,72144938,138466790,280104163,566412870,2551194294
346033,500623,658523,1042894,3074070,3207544,10840384,19402150,37234046,72531964,139974467,280100395,562818852,2585512686
338421,470259,674270,1066277,2394589,4154559,11114080,16451371,29122670,71779824,139223984,277997769,561290036,2550324196
335929,494321,677000,1068809,3016504,3553755,8406724,19462711,39012918,73515229,141093070,278293935,570463200,2550960559
344298,524961,651085,1046514,2292625,5673348,10745614,16577462,35728793,72836147,139757898,278430961,565855928,2545723677
337885,495985,657743,1079933,3125334,3693047,11286505,19479749,30378765,72648894,139561445,281203482,563863780,2536644606
327345,473434,663122,1062938,2307406,3287445,8486598,16758070,37470557,72374908,141044643,279335783,563087125,2574846684
350946,502494,648739,1028542,2948855,3980626,10822955,19365372,35894904,72982740,140883484,278394768,563812391,2610295295
349685,511823,670954,1081870,2289960,3611100,11236202,16217008,35547706,71960319,139234518,278820562,561716482,2543686842
342989,480394,693208,1062606,3025109,3495367,8530436,19627455,35825599,74295937,140077333,293299840,566416349,2659599486
336097,489068,647873,1075421,2350957,3711300,10874937,16605916,28453892,72939219,138637875,277468508,563870040,2562460219
342774,488400,647164,1049388,2997571,3416228,10630726,19578333,37529465,74494842,140855862,277149445,565103522,2563956800
320623,482908,696043,1057473,2362059,4371239,10592862,16115331,35292294,77939189,138278468,279880146,563766027,2572388937
324378,512294,649472,1072069,2958343,3520165,11305781,19672041,36053723,73655893,141550616,277705108,562430142,2566166533
324514,486040,667821,1024516,2407077,3661412,8560413,16773454,35665744,71776960,139756131,278858011,563225096,2546247363
331115,490240,675036,1071243,2942052,3539316,10816000,19364761,36247953,74705708,139563451,278019006,562979545,2512691426
331732,481677,639373,1025763,2381292,3257444,11278957,16556306,35528803,73746362,139991103,280336472,571273171,2533343323
321733,508173,659779,1009490,3042039,4058594,8490349,19632916,36240471,75125516,140846940,277480720,566845091,2533552167
324360,466318,683960,1055356,2493205,3816243,11175635,16842340,35234795,74306961,139060448,278845736,565020652,2576274984
325675,509156,652625,1035548,3215244,3523894,11600406,20239189,29250928,74672906,138935891,280134201,563059097,2523383844
320594,527721,665131,1066444,2616292,3853930,8899716,14928059,36715677,73471206,139679208,279119125,571002556,2669500215
333229,501799,643854,1115019,3165652,5367655,11582065,19510074,36603242,74265415,140153676,281267686,566613854,2606475042
340908,583807,628655,1149341,2594697,4502148,11839969,18663661,28596286,73284332,139356677,279443242,568941877,2624714137
327211,502359,639562,1129339,3182402,3517020,8844098,17979799,37150094,73999353,140866398,280339765,568320637,2616577836
320588,487399,652145,1129727,2654567,3395166,11600724,18901052,35535664,73238928,137781203,278870570,568976324,2576059255
333476,512174,645516,1140589,3381286,3820988,11658618,17925000,28950031,74663478,139136908,277815631,565800972,2620533809
314157,491193,654546,1086419,2580089,5792276,9058967,18522296,36009321,74185446,138667060,280952302,561413437,2536625947
335678,494735,659839,1118383,3233399,4521492,11592157,15918158,35827357,74535983,139341156,278710576,562166627,2528509675
328166,486212,640380,1158907,2624164,3687371,11207364,18639130,28401258,73462711,138611820,280594934,564163914,2536218641
330954,528052,641779,1173440,3207048,3466346,10946504,19893232,36892187,74472348,140319176,280036537,568348460,2533236045
308538,493151,676240,1135197,2674852,3930964,10872295,15064278,35270078,73595232,139286225,279942151,560534695,2681670299
324040,516696,646979,1128229,3167412,5599061,10825729,19579836,28998064,78081243,140875102,277481284,564089437,2545244268
322780,477541,644612,1161948,2675466,4511398,11551158,18858411,36115948,73203222,140202313,277435257,563374190,2546517810
318600,488801,657138,1128777,3352282,3722038,9013601,17659555,36082294,76400104,139759067,278140831,564992669,2541321897
316289,482421,636974,1072017,2763849,3518115,11646043,18836189,35222763,73365572,138533217,278164054,563594580,2557692679
321429,499834,646103,1080394,3413416,3868310,11552921,17481606,35481686,74869310,140242710,276695905,565779470,2584801991
321841,481988,665887,1065062,2764103,5598772,9006450,18668719,34884527,73976128,139168472,277897691,562506434,2588169760
319559,507259,634953,1024587,3337077,4487821,11559428,17431246,35886017,73261272,141636287,277724852,563332666,2551837771
320322,489312,643818,1062999,2716708,3741068,11657141,19012305,34718323,71248041,140119858,277500860,563102658,2530272225
316187,485046,651928,1067075,3327909,5931060,8924795,17484041,35795258,75208928,141251609,278950971,560111513,2530379578
314553,494991,632118,1053025,2739689,3865751,11325806,18645524,28625895,77437180,139349237,277592820,569380946,2546819424
321952,496126,637076,1056899,3297821,3577204,11629689,17569527,37059224,74482306,140019109,277359239,566223574,2555626947
306897,484280,661760,1120110,2738230,4286229,8964760,18857802,35260507,74207224,139421775,276891713,562976894,2560079659
342977,495667,640304,1050472,3322234,3732784,11552136,17622407,35515090,74803403,141325361,276673310,568462474,2587304878
306360,482547,648947,1053679,2700271,5979029,11046149,18513055,35219162,73787321,138996385,278452176,567420371,2598388596
305505,535363,668806,1044696,3211262,3813963,10812211,17588353,36028618,73880013,139750402,277623094,568970856,2585585694
308928,516546,655957,1024156,2612587,3315152,11515679,18390142,35453377,74385246,139149328,277751770,576863856,2554496663
311839,512150,637526,1060188,3116841,4146825,8682378,17707614,35918495,74453164,139950146,276635063,567465198,2581065065
309523,472352,684248,1026309,2535956,3638192,11001969,18366457,35169568,73333291,139981698,276460873,565633449,2600612895
309274,501228,640019,1007065,2990576,4403769,11299054,17626813,29817028,74754100,140930395,276547474,566460295,2650014810
298428,488417,656838,1088885,2483604,4215691,8658152,18341583,36696879,73362381,139607131,277843408,567038243,2674017356
321354,510576,671393,1122883,3031842,3656180,10817125,17869698,35938092,74616281,141045985,280606260,567824636,2521177865
306922,479675,671218,1072712,2497201,4503935,11275280,18519364,35436874,73116337,138663940,279276552,568495693,2507159509
340224,495845,687770,1123515,3035693,3576845,8515425,17609645,36175641,74535107,139776777,281215495,565355259,2518160495
357474,475698,708620,1037590,2456694,3515361,10682602,18424269,35403488,73612955,139446871,281111016,566239602,2545706830
344659,511564,664645,1050934,3009679,3505345,11061635,17867956,35891765,76887428,139711293,278842553,561102029,2577438330
358856,483549,654409,1100711,2486633,3284603,8457663,18684404,28721619,71530348,140085205,278480459,580533402,2563525042
348795,490409,667273,1053190,3024751,3930644,10751672,16105432,38046976,76868253,140375866,278417861,572246878,2602906374
340725,489591,667727,1097470,2373248,3507412,11199770,18489477,35256487,72591414,140226184,277978941,570734580,2610713068
344492,501449,675974,1074059,3004535,3211397,8458257,19476425,36361025,73981164,139615346,278345043,574684603,2579356084
372777,475597,673289,1034762,2455968,3427986,10712643,16755528,35528127,76136641,139191027,275006344,575365851,2501680993
353183,490217,654785,1063450,3008634,5608005,11259572,19885863,36313044,74204389,139761674,277728006,571687665,2498125537
328168,475178,642295,1050520,2429059,3785832,8543804,16716614,35601008,73089118,139132982,277688742,562427036,2537761503
343939,498699,685160,1078797,3132735,3250460,11119687,19581786,36112656,73791812,140730663,282188452,562097200,2508217536
355116,467136,664080,1062413,2432692,4028564,11837962,16775847,35376568,73008661,139500809,280338440,563456577,2509791963
339878,514194,682219,1047076,2973650,3593772,8870948,19452053,36302070,74954520,140134391,276868471,563067234,2493573456
336563,478093,673939,1068162,2417672,5534784,11472795,16834465,35121590,73752560,139171891,278689955,563562564,2548570613
357055,538316,652154,1028511,2898429,3721302,11820409,19640603,35921572,74306145,139861224,277063694,563407129,2505432966
330110,482968,656865,1063954,2401525,3389294,8968326,16695516,35189115,73801082,139382261,279271979,565564411,2511592115
331118,489026,668628,1045369,2978083,4101807,11463736,19531070,35864132,74764259,139664848,277713058,564205463,2559412176
338519,524622,694120,1065399,2416651,3587088,11521148,15071344,35191137,74774578,138623229,278442951,568131370,2545683291
312622,519650,711454,1015907,3049825,5606445,8722310,19553711,29157357,74578706,139262192,277808140,568941122,2504125072
289625,513800,710049,1036427,2365104,3698158,11429758,18656895,37480919,73387392,139200092,279533132,569695853,2492694234
291746,562212,688103,1075099,3002109,3663633,11641941,16019928,36834893,74790425,139795870,279748893,557368061,2544874612
280457,492926,694635,1048571,2592839,4356829,8938366,18598290,28780051,73206858,139321850,277725267,560541219,2546196078
346823,529531,711704,1016388,3094489,3928151,11557500,19705172,37855962,73388602,140076037,278845547,558415706,2531902550
283554,534452,673202,1106460,2578062,3606846,11741325,16501296,35713689,71643300,139902609,278282556,570115326,2524591202
287744,531727,725209,1053173,3195574,3818522,8908760,19688459,29521547,73591992,141252334,281123615,557273664,2533710709
275613,525626,726623,1041005,2553017,3710567,11778668,16775092,36748612,72312155,139504032,278205371,560507666,2591391447
290951,522762,673580,1085703,3131527,3866270,10717737,19906435,36195415,73768537,139775229,279016554,558384989,2602630963
290239,512469,688596,1045791,2591995,3672273,10934704,16517558,28455980,73497327,139097170,276336401,560281551,2561041010
291640,575630,676074,1080347,3179372,4007852,11095985,19601808,37928201,74412849,140311146,279048237,566918259,2622065784
288091,564691,671865,1013196,2593557,3785594,8823601,16622951,35522558,73374198,139005450,278127347,564859336,2588885896
292827,536095,695475,1051742,3139711,3637512,11525273,19634211,36217033,74060998,139782966,279366519,562366403,2596914625
296533,534227,693301,1035190,2591938,3729610,11565732,16734692,36198892,73602702,139436216,279800351,561812141,2687309585
300585,547632,673091,1041617,3040413,4699686,8777171,19648988,37456633,74636665,141104478,279466548,557243491,2565977201
277358,524078,668274,1088277,2515015,3778703,11493006,16772779,36314515,73665663,138403664,280239664,560577993,2558105593
292359,516257,752750,994367,3088454,3802639,11662083,19736895,37081296,74439867,138902468,277506787,562308029,2572767761
289589,511573,703737,1055290,2611137,3874230,8797268,16795256,36422153,73822653,139784444,280376476,560413862,2553200294
289588,545819,680450,1063902,3085485,3435985,11442794,19698766,37096538,73896907,139224388,279361933,558462723,2549810573
286289,520575,690058,1049458,2606420,4548428,11706167,15323700,36097624,73604300,139483966,278046738,563999923,2544823268
288821,586393,713955,1028651,3087066,3666036,8827474,19827651,30735600,73996680,139924606,278601609,567961921,2540358639
292263,502154,671212,1056586,2567883,5949069,11389799,18726919,37355002,77216452,138387682,278401574,567319391,2543532470
294979,511619,705361,1036010,3173757,4440850,11711838,16007138,37285801,74413119,139843840,282346984,559096797,2523906741
277258,511904,672307,1032804,2573346,3796541,9016435,18773253,29433843,74093665,138910534,280600368,571713170,2718618440
292860,517731,671754,1077791,3117201,5873308,11399662,19976077,38984520,74515942,141042891,278089817,571177354,2508380682
284602,509930,698623,1082851,2580515,3811004,11190266,34717053,36209395,73652165,139407775,278817621,570080040,2505467545
289359,524529,687083,1066904,3165321,3565916,10886392,20271364,30720558,74575390,139579594,279574733,567625392,2979652355
283989,493764,658493,1061134,2556539,4657754,11745522,16546766,37580273,76877315,140469036,279940258,585395909,2535551418
294030,511637,714104,1040946,3144001,3730569,8992420,19659375,37556520,77331048,141114908,278880154,562339550,2555400569
292769,488718,688926,1039983,2555831,5992871,11459508,16716318,35961951,73614570,139234970,280301709,563201783,2559336182
291540,509131,696727,1048284,3032123,4320234,11666902,19458903,37479351,74139220,141429041,278920304,562797812,2598809557
276502,490718,737176,1000929,2477695,3633519,8725675,15061582,36461817,74137780,140560702,277352548,561428505,2531554528
288901,507423,699503,1063136,3090477,5843072,11127420,19507541,37474904,74475871,141284531,279144384,559822231,2539382375
285232,481620,707593,1031520,2427268,3745401,11408754,18391689,35693296,73713190,140221523,277589245,565823385,2535285895
297156,505437,717399,1016924,2924577,3327955,8704861,17579893,37126468,73999795,140147581,280441304,561487364,2558638352
283465,479052,699169,1047149,2455343,4231188,10963499,18863526,35733317,73277797,139511075,280267077,565968606,2599766769
290729,498766,698891,1042383,3030345,3803234,11333915,17589986,36332443,77292598,140636151,280064986,565247148,2568174668
291258,473111,705808,1005376,2365354,5727085,8660439,19085658,35962669,75758799,139380985,278851725,563262223,2539939653
458100,500797,669292,1083719,3009719,4293061,10776335,20362368,36304566,74082881,139346731,279212162,564456077,3139831444
311428,473002,679963,995059,2389995,3644386,11086552,17413516,35775432,76629390,138565698,279250890,567719301,2557568650
302333,528147,719052,1033217,2987485,5596996,8572957,20219296,37183701,74691313,140343163,278193610,568925469,2545604200
299916,491987,687263,1006194,2402229,3751040,11106538,17379302,36176730,73538583,138340676,279965111,560302493,2526193077
298270,500507,672261,1058166,3017565,3311472,10758578,20188832,37788189,73635294,140229006,282940316,561749183,2558502499
289087,475818,705244,1033364,2277091,4065630,10616049,15874649,29498800,73640853,138799858,279697139,560638886,2551826092
298340,510271,784512,1020579,3002735,3520709,10606477,20756703,38815392,73966461,140222369,280748228,560097979,2516242466
299722,476043,644702,997215,2362997,3309030,8291029,18766988,36306590,73355970,137978572,277103000,559422183,2500378130
288489,560892,701313,1040662,3004738,3541068,10860595,18974493,37624475,73990487,140151215,279659727,560170840,2533142320
288203,496124,650986,1008532,2378220,5423649,11234252,18672420,36361551,73452768,138576857,279514865,557179656,2526622032
290174,515379,662716,1053497,3076026,4308709,8572136,18961345,38614398,74511700,138822841,278409547,560415450,2567538659
286642,478392,688842,1067793,2423643,3622943,10822022,18510612,36197363,73391703,139789313,279814936,563628328,2635838669
288921,497240,664308,1009345,3011023,3313938,11217486,18923376,37624241,74527186,141914806,278204884,565413378,2722223290
279103,538842,679113,1050384,2565306,3579703,8704311,18874102,36090877,73188579,139742836,279595954,562609548,2521919641
293105,500850,692108,1011482,2899902,5356210,10869831,18844288,37485942,74476363,139981371,278718793,562938561,2509087915
285736,470367,660010,1058838,2368780,4349135,10968429,18646083,36316703,73239719,138058745,278864869,559291478,2515594815
296198,476447,647473,989260,2918461,3776771,8592890,19075907,37299772,74034719,140463136,279683274,561738267,2535345762
291288,468110,675548,1019476,2432404,5599018,10787361,18807733,35794248,73280442,139717718,280999821,559800098,2503746515
297392,501842,673023,1008442,2985149,4285968,11213702,17447083,36941503,74231918,141126560,278657595,557516288,2497159127
289450,459901,650404,1033901,2372559,3590095,8525698,19094638,35845132,73310030,138428118,278705935,560496758,2490173519
289035,479419,672406,1066839,3046038,6831925,11190085,20333146,36447482,74582544,141337830,279290907,567089157,2472922315
281037,490592,641383,1010987,2588090,3774675,10960297,17430965,35886176,73532545,139091324,278748881,565315511,2499180726
299363,489549,643261,1035930,3121871,3633957,10719593,20546209,36469909,74563164,140398150,278937896,567163206,2508774172
287281,502218,649134,1063738,2549225,4132535,11568435,17270221,35767503,73446818,139552421,280461673,566950253,2598568472
293891,517233,629675,1053695,3234988,3522462,8939682,20563794,36372081,74221636,139040675,280263019,580133147,2505842608
290841,473307,664454,1068284,2496028,5974272,11599247,17033651,35880411,74061392,139238483,278646079,565828058,2520361722
292948,492590,684954,991876,3226656,3554975,11714729,20393950,36416971,74464462,140387387,279686656,562557613,2507758573
286476,483634,651123,1046826,2631024,3518601,8886255,17451650,36008276,73402365,139989315,278353244,564908314,2493742532
289452,503588,652518,1037141,3181997,3984026,11869919,20335168,29938876,73854822,140749885,280984097,564393261,2514027536
276008,471257,693429,1053870,2562968,3440217,11625563,16773102,37351208,74024045,139756893,277980232,563193747,2514159154
301836,511832,653006,1038212,3068859,5753414,8957114,20321580,38057573,74203225,140885628,279226827,561876729,2469665884
294021,485883,634288,1015848,2470175,3957715,11401245,16889341,36419960,73539103,139545104,281240750,569270636,2472228514
288556,524440,655770,1033812,3208188,3363828,11381934,20485540,37820768,76152216,140210376,278040680,569182724,2484842182
288878,495632,637492,1051004,2621301,5594093,8674467,17474000,36806086,74954200,137756205,279227546,562605775,2487599216
294825,512621,672586,1052950,3133057,3851238,11439273,20476991,37779273,74457341,140440850,278953318,565700286,2486603101
288458,506415,668105,1050831,2569223,3394992,11564404,16792586,35943501,73892720,138000798,279463762,564015557,2520089483
294069,513683,644248,1021356,3198408,5717200,8801875,20218876,36374828,73946397,139907641,279917812,556279144,2516481569
280173,498268,630243,1013523,2555115,3395936,11156732,17402409,35509676,73545795,139481070,278986823,561585808,2498696401
291398,500414,667723,1095619,3217861,3406669,10929819,20470289,35769367,79625119,139603363,278943582,557603402,2502827362
297408,499313,622549,1027880,2570761,3786286,10813112,17520849,35249036,76248587,138731151,279410695,565247016,2527574778
294171,498477,643583,1067827,3194050,3306144,10955125,20325854,35957279,76939997,140708729,278834267,561112081,2521234821
292327,479360,658526,1007748,2702401,5475169,8782586,17250175,29167240,74044043,139198593,280582906,562512244,2492072215
292404,525027,643710,1034913,3191184,3542647,11649467,20430185,38428098,74972541,140291945,277403171,561317536,2469610402
288955,491874,628893,1054415,2577714,3419387,11692951,16979939,35980359,73968353,139829355,278011744,559050615,2482677590
291751,517720,658654,1061977,3208599,3911239,8954346,20175712,37235214,74366391,140330563,278396103,562760134,2491118184
279899,489883,640424,1074464,2497945,3329989,11666744,16501625,35895807,73616844,138543288,279773644,558594341,2485532148
298098,507269,658438,1035997,3181201,4549370,11454338,19749775,37196370,73668059,140635242,280973695,563941907,2495124618
283410,496921,671558,1093202,2587322,3390682,9039703,16283601,35861233,73707497,139759653,279072342,556922307,2490187370
294669,500145,664663,1019504,3167747,3973622,11469536,19545785,37330725,74558965,140090594,278760372,566438509,2544448037
281370,489382,648733,1029709,2467167,3608417,11225885,16876933,35670375,73466130,139286179,278308393,560016487,2561916596
292245,513508,659428,1003295,3029782,3430581,8654163,19583625,37255608,74544482,140441307,277780202,559237349,2495506941
291151,493635,740441,1069261,2401959,4148060,11380442,16743357,36211543,73359602,140041321,279438024,561048254,2533058288
290427,490398,756729,1033479,2948436,3507268,11240559,19414929,37355495,74391485,140608728,281074143,562682708,2543824657
325819,484217,772489,1013797,2415165,4727641,8405241,16184588,35993036,76436945,140077435,279881191,560357743,2486352354
296722,507790,787769,1066273,2886529,4066413,10868153,19497898,36650701,75096286,140505549,278949695,563516689,2497226382
294468,482010,759058,1005985,2364313,3524501,10689564,14900631,35657887,77300836,138985410,277978297,569181259,2487482333
287431,539164,761391,1031812,2911650,4506596,10705233,19622390,36364653,74122360,139362263,279889457,571112971,2502330204
282770,468862,753751,1009976,2494852,3376230,11326901,18337443,35599859,75095458,138985777,277872255,570014367,2461521955
292216,557445,775561,1049292,2938760,3986363,8494880,16033628,36322756,74259598,139895305,278653016,575541432,2516466867
328121,476116,788268,1049319,2456819,3545319,10952370,18582187,35701697,74001333,139787166,279790088,571049145,2508628193
311272,496515,775082,993141,2889725,3493821,11117762,19276673,29494926,74301539,139863899,280665974,571595069,2515011296
286680,486569,666482,1004400,2360075,4131333,8405618,16471516,36775896,73719860,139150203,280122320,563083703,2557500247
295545,498187,675247,1042238,3028495,3425605,10776519,19608415,36839429,73625066,140870964,280977526,559233250,2540698152
286611,472711,668744,1027173,2336446,5848028,11170442,14973305,29200910,73344982,138564713,278977836,564071154,2506427404
337070,492114,662268,995551,2942093,3711508,8404736,19954986,37813076,73941519,141325888,279697861,558592650,2473941374
304574,459640,681324,1059837,2339222,3652449,10794955,18488906,36022993,73202878,139912786,278496141,562539897,2488127397
299648,516351,679542,1007170,2932454,4237561,11068582,17271020,36628987,74867239,139863303,278454026,559862317,2517212456
296248,446617,650624,1062185,2284602,3861879,8491031,18426528,36115673,72887657,138701044,280325629,560497453,2503613327
304799,487922,682779,977570,3005665,3680680,11027342,17252499,37128637,74059636,140178571,277342486,560880294,2498484066
290472,479768,677230,997320,2247277,3664089,11235175,18176002,35619640,74043101,140114198,279238926,560509988,2502041735
307676,508168,652331,1061441,2880364,5876994,8542763,17948634,36911405,73954831,138962585,279259068,567901796,2486871136
293595,474847,704271,1014116,2311776,4254602,10816521,18333030,36142184,76335821,138486272,279265123,567563191,2521919558
296899,495389,657189,1032734,2865160,3490240,10969199,17688893,36748329,73739127,140045360,279182201,570708731,2522596837
288087,462152,683956,1011913,2306233,5966212,10912137,18466457,35760997,72780795,139746516,279313469,571518477,2568221792
303567,491559,651036,1072102,2973003,4142161,10930456,17113107,36595634,74316082,139733486,278780966,566309671,2511168517
291565,486720,638837,1027179,2470040,3446817,8462127,18553965,36132815,73316534,140415582,278941248,566814897,2510431035
292223,482710,659307,1047799,3214098,5749112,11550754,17194991,36860027,73834137,140838278,280516477,585691009,2632402511
283470,496527,656661,1070670,2559245,3561820,11593533,18438244,35875098,71981500,138807887,279627269,573930549,2511763252
305230,489547,632453,1060255,3186462,3545973,8509563,17683169,36357802,73884967,141065394,278364660,569089519,2495290850
287862,488632,639421,1058727,2475382,3886977,11408240,18599735,35671193,75914211,138908834,279217760,562027387,2479247654
298597,505491,662339,1008185,3198762,3391555,11683536,17278581,36774797,74199746,139720503,278898828,563398105,2516608720
286207,532675,618760,1064162,2623474,4485196,8768430,18430734,35821418,73147829,139356085,278252538,562826644,2479499498
307559,520208,628872,1023652,3163851,3311072,11352368,15857907,36532943,74522000,141800422,280699691,562799656,2532541240
287242,508168,671521,1054534,2611784,3911703,11592868,18665572,36220150,73243769,139613029,279398323,565035674,2556906701
2809400,534027,649322,1046433,3137175,3450231,8701253,19494033,36900120,73408553,141396140,278354919,563712969,2645511101
671823,485849,651781,1000114,2571057,3430149,11374187,16333146,35962641,73983889,138186341,280763708,565174501,2701217764
464777,512185,666035,1063224,3102653,3939593,11754506,19508612,29534624,74443688,140703662,280019196,564257443,2622861038
717209,500796,638226,1119207,2604562,3370719,8773355,15100142,37525923,73040440,140232376,278969947,566373610,2575145595
299717,531583,647000,1127809,3179534,5626723,11752935,19638498,36743875,74498525,141131645,278481540,569863662,2553599360
290881,506846,683822,1085732,2516524,3506886,11156876,18570474,29391706,76708717,138414943,279253314,571321998,2509903022
320309,516774,658011,989873,3224075,3515959,10952252,17380963,38498822,76846789,140334883,281762657,565154534,2616398593
293148,531329,680969,1033897,2547397,3915659,11858052,18568347,36117837,76839961,140778815,280451123,567954158,2539582624
294132,519999,681996,1071027,3250210,3245624,8660982,17565749,36491449,75857512,139720578,279674503,569185836,2504530402
284745,490443,663767,1057777,2698853,5430051,11489958,18471226,36050992,72675503,141775810,279567377,569272304,2599422359
285937,500695,666866,1059083,3095319,3938661,11589905,16986055,36295169,75372468,142418447,278467302,566333684,2510381248
309700,490712,698310,1008556,2613448,3296796,8718269,18677970,36185434,72602672,138011203,278373562,561684550,2476189621
296504,547922,663002,1034298,3230096,5690674,11535015,17649622,36578429,72454771,139158771,280877792,567374655,2498233693
303174,521497,648327,1061343,2500616,3441148,11540174,18496774,35899861,72237708,140219416,280541716,564432345,2512817337
310726,513789,674757,1051677,4667338,3424409,8694920,17384426,30101098,72817162,140397730,279833673,559969878,2550023899
294384,485852,632852,1049921,3291593,3840317,11469925,18382769,37684612,71861825,140139269,281160218,564436334,2731061096
304962,510541,667102,1045031,3228877,3401136,11742034,17435165,36777082,72982802,140523438,279241039,568006557,2634109350
293275,483552,662085,1006766,2553636,5654014,8682440,18521159,29166455,72181666,139601777,279755078,567142457,2567714509
293395,501938,645839,1055591,3148216,3557527,11421281,17491347,38260534,73219239,140643585,279947968,569247406,2504688149
293484,491680,680070,1046547,2503013,3723248,11577642,18343429,35964214,71846086,139506985,279901949,560691157,2610706465
285984,540071,667617,1068120,3017786,4258046,8755478,16137466,36506315,73003783,140724352,279053186,560743710,2535958739
283806,506349,666733,983715,2543030,3498728,11589786,18518911,35807366,71693772,139227071,277050228,565038875,2534620246
317188,561983,635191,1024997,2921188,5760429,11157493,19491926,29358622,72968908,140670472,280982168,560620135,2552845974
290868,519190,673303,998700,2485009,3560940,10956479,16579385,37525249,71436434,139112301,278610625,559746083,2500854094
296488,535603,663535,1045285,3009851,3739368,10774161,19231476,36554610,72838058,141321525,279521723,562894201,2520706691
282706,522826,646278,1012450,2450222,4221688,8173585,16779781,28360596,72245882,139690829,278168807,564056717,2562985182
346741,531193,660653,1001844,3034273,3410954,11190391,19518603,38241321,72900575,141047229,278564559,566566736,2534413028
311055,531048,653455,1022869,2781564,5978547,11120971,16592402,36258697,72180446,139569246,278758981,578119844,2664485710
290978,531911,655510,1019302,3025056,4297929,8405134,19383306,29481392,73397551,141491695,279531639,548154787,2529052088
303183,518004,697185,1026670,2432073,3408618,10773821,16580926,38099280,71634966,139352989,278532359,551630582,2514739095
294249,549861,668959,1013235,2919164,5801913,11212806,19495547,36616128,73117960,139273380,278577161,547367040,2545924019
304111,500182,645760,1035886,2373160,3540063,8544820,16687934,28620316,72364795,139567293,277516837,550918135,2589070689
321500,527768,672341,1002193,3022061,3613673,10946402,19524813,38416536,72850934,140980951,279810671,548385631,2518034314
304900,517833,641256,1031344,2487399,4180137,11232834,16610240,36040347,72329032,140025204,280433072,551628981,2519843528
290769,510520,640706,1052323,2941686,3538170,8445791,19404608,29794986,72665072,139672611,277898348,549537814,2530338324
291050,500727,810943,1023278,2434720,5889876,10800386,14735029,37716448,72135630,139521739,277284309,550262535,2520739733
288036,541639,764130,1021796,2966316,3688160,11206775,19817988,36730436,73031430,140382848,278400183,549447456,2515907515
292372,517121,770820,1040728,2363226,3713998,8519332,18354073,35826524,71776210,138526757,277902873,549871389,2669844837
288119,509274,801324,1006053,3192243,4282947,10889236,15945239,36148582,72826007,139261753,280268454,548159280,2691643649
296631,538132,770290,1049850,2469935,3432707,10823039,18740099,36113816,71592890,139613422,279697165,550637861,2547602282
287738,507735,760725,1054968,2933008,3571585,10786782,20276146,36384751,73493892,140506098,278723572,552066683,2528841635
285973,509028,779039,1040391,2363411,3773736,11320909,16967251,35715482,72227681,140174355,279309310,549877047,2528037041
292181,521526,754211,997903,3002849,3496387,8651155,16057225,36296394,72464400,140725512,278966930,550803294,2531530104
286315,511604,749497,1037847,2361085,4543856,10758471,16230595,35873476,72115947,140529899,277781113,549247281,2593458802
290816,523095,679525,1020810,3122527,3504084,10513030,20279757,36305220,73835961,141388271,279436668,548639488,2531878260
295354,505065,651841,1006499,2428717,4129996,10561122,16686009,35914524,71555641,139740647,277928336,550453349,2511361474
292568,504290,655881,1028787,2985668,4393367,10489676,20047594,36566666,73320588,139436086,279601076,550869518,2608971793
289641,487388,672060,1024609,2437902,3649050,10823297,17275285,35641124,71656097,139791200,283713352,550917853,2500904499
286588,521639,657086,1072534,3235214,3517832,10848592,19632188,36278867,73509043,139995808,278156986,549140929,2589439949
284231,482646,657710,1054537,3375399,3630658,10767347,16815836,35944167,71614392,140077883,279011935,547244769,2637855304
295100,496796,691015,1051607,3289388,4186278,10983788,20375545,36137060,73210618,141458628,278192466,549431539,2474301404
286377,491146,639133,1058944,2548752,4227029,10654901,16711803,35872424,71897113,138858410,278250023,547398621,2524386413
291253,484749,640059,1067660,3186032,3582191,10906446,20427371,36367278,73929464,139467285,277984207,551237192,2565900312
297600,498157,676838,1037640,2563208,3356369,10746819,16640502,36114457,71435314,139911615,280091614,549343904,2525034509
289129,531641,643799,1037810,3258645,3423534,10959515,20304598,36238136,73141263,141256355,278450250,549446344,2528315372
